mode,roster_size,repetition,surface_ms,keyed_ms,contract_ms,incremental_ms,incremental_over_keyed_ms,contract_to_surface_ratio,contract_to_keyed_ratio,incremental_share_of_contract,incremental_over_keyed_share_of_contract
synchronize,1000,158,0.4098,0.3558,15.55,15.1402,15.1942,37.945339,43.704328,0.973646,0.977119
synchronize,1000,159,0.4948,0.3916,16.1053,15.6105,15.7137,32.549111,41.126915,0.969277,0.975685
synchronize,1000,160,0.395,0.3444,17.9284,17.5334,17.584,45.388354,52.056911,0.977968,0.98079
synchronize,1000,161,0.6862,0.451,15.6832,14.997,15.2322,22.855144,34.774279,0.956246,0.971243
synchronize,1000,162,0.3802,0.3568,19.8733,19.4931,19.5165,52.270647,55.698711,0.980869,0.982046
synchronize,1000,163,0.4942,1.2151,17.2452,16.751,16.0301,34.895184,14.192412,0.971343,0.92954
synchronize,1000,164,0.4045,0.3591,17.2433,16.8388,16.8842,42.628677,48.018101,0.976542,0.979175
synchronize,1000,165,0.7097,0.6442,20.3266,19.6169,19.6824,28.641116,31.553244,0.965085,0.968308
synchronize,1000,166,0.7127,0.6567,21.192,20.4793,20.5353,29.734811,32.270443,0.966369,0.969012
synchronize,1000,167,0.4228,0.3795,16.3893,15.9665,16.0098,38.763718,43.186561,0.974203,0.976845
synchronize,1000,168,0.3924,0.3561,17.2774,16.885,16.9213,44.030071,48.518394,0.977288,0.979389
synchronize,1000,169,0.3768,0.3661,15.6697,15.2929,15.3036,41.586253,42.801694,0.975954,0.976636
synchronize,1000,170,0.4137,0.3528,17.0155,16.6018,16.6627,41.130046,48.229875,0.975687,0.979266
synchronize,1000,171,0.3864,0.3504,20.3645,19.9781,20.0141,52.703157,58.117865,0.981026,0.982794
synchronize,1000,172,0.5062,0.5513,15.3875,14.8813,14.8362,30.398064,27.911301,0.967103,0.964172
synchronize,1000,173,0.5443,0.3957,16.5292,15.9849,16.1335,30.367812,41.77205,0.96707,0.976061
synchronize,1000,174,0.3986,0.353,15.3201,14.9215,14.9671,38.434772,43.399717,0.973982,0.976958
synchronize,1000,175,0.5732,0.4563,15.5186,14.9454,15.0623,27.073622,34.009643,0.963064,0.970597
synchronize,1000,176,0.6575,0.4093,16.6647,16.0072,16.2554,25.345551,40.715123,0.960545,0.975439
synchronize,1000,177,0.5448,0.4988,15.7333,15.1885,15.2345,28.879038,31.542302,0.965373,0.968297
synchronize,1000,178,0.6285,0.4408,16.4459,15.8174,16.0051,26.166905,37.309211,0.961784,0.973197
synchronize,1000,179,0.3844,0.4236,16.5571,16.1727,16.1335,43.072581,39.086638,0.976783,0.974416
synchronize,1000,180,0.5848,0.3605,15.8181,15.2333,15.4576,27.048735,43.878225,0.96303,0.97721
synchronize,1000,181,0.3893,0.3524,16.6749,16.2856,16.3225,42.833034,47.318104,0.976654,0.978866
synchronize,1000,182,0.6906,0.3519,15.809,15.1184,15.4571,22.891688,44.924695,0.956316,0.977741
synchronize,1000,183,0.4053,0.3465,16.0408,15.6355,15.6943,39.577597,46.293795,0.974733,0.978399
synchronize,1000,184,0.3702,0.3517,16.8389,16.4687,16.4872,45.485954,47.87859,0.978015,0.979114
synchronize,1000,185,0.3949,0.4744,15.5616,15.1667,15.0872,39.406432,32.802698,0.974623,0.969515
synchronize,1000,186,0.3889,0.3533,15.7053,15.3164,15.352,40.383903,44.453156,0.975238,0.977504
synchronize,1000,187,1.3311,0.4856,16.7191,15.388,16.2335,12.560364,34.429778,0.920384,0.970955
synchronize,1000,188,0.4003,0.3555,15.9592,15.5589,15.6037,39.868099,44.892264,0.974917,0.977724
synchronize,1000,189,0.3955,0.3637,15.8109,15.4154,15.4472,39.976991,43.472367,0.974986,0.976997
synchronize,1000,190,0.3853,0.3476,15.9991,15.6138,15.6515,41.523748,46.02733,0.975917,0.978274
synchronize,1000,191,0.4197,0.3741,15.9439,15.5242,15.5698,37.988802,42.619353,0.973676,0.976536
synchronize,1000,192,0.3916,0.3688,16.989,16.5974,16.6202,43.383555,46.065618,0.97695,0.978292
synchronize,1000,193,0.3863,0.3457,17.9133,17.527,17.5676,46.371473,51.817472,0.978435,0.980701
synchronize,1000,194,0.3944,0.5932,17.7971,17.4027,17.2039,45.124493,30.001854,0.977839,0.966669
synchronize,1000,195,0.3943,0.4197,16.0935,15.6992,15.6738,40.815369,38.345247,0.975499,0.973921
synchronize,1000,196,0.3866,0.3494,15.8432,15.4566,15.4938,40.980859,45.344018,0.975598,0.977946
synchronize,1000,197,0.4108,0.3722,16.2003,15.7895,15.8281,39.435979,43.525793,0.974642,0.977025
synchronize,1000,198,0.5503,0.3998,16.5462,15.9959,16.1464,30.067599,41.386193,0.966742,0.975837
synchronize,1000,199,0.3831,0.5344,15.6469,15.2638,15.1125,40.842861,29.279379,0.975516,0.965846
synchronize,1000,200,0.5462,0.4163,16.722,16.1758,16.3057,30.615159,40.168148,0.967336,0.975105
