mode,roster_size,repetition,surface_ms,keyed_ms,contract_ms,incremental_ms,incremental_over_keyed_ms,contract_to_surface_ratio,contract_to_keyed_ratio,incremental_share_of_contract,incremental_over_keyed_share_of_contract
synchronize,200,42,0.082,0.0714,3.1431,3.0611,3.0717,38.330488,44.021008,0.973911,0.977284
synchronize,200,43,0.0798,0.07,4.13,4.0502,4.06,51.754386,59,0.980678,0.983051
synchronize,200,44,0.1719,0.0727,4.2875,4.1156,4.2148,24.941827,58.975241,0.959907,0.983044
synchronize,200,45,0.1112,0.123,4.8311,4.7199,4.7081,43.445144,39.277236,0.976982,0.97454
synchronize,200,46,0.1195,0.1255,3.6706,3.5511,3.5451,30.716318,29.247809,0.967444,0.965809
synchronize,200,47,0.1521,0.0742,4.3192,4.1671,4.245,28.397107,58.210243,0.964785,0.982821
synchronize,200,48,0.1,0.0918,4.6652,4.5652,4.5734,46.652,50.819172,0.978565,0.980322
synchronize,200,49,0.094,0.0721,2.9466,2.8526,2.8745,31.346809,40.868239,0.968099,0.975531
synchronize,200,50,0.0893,0.0714,4.2364,4.1471,4.165,47.44009,59.333333,0.978921,0.983146
synchronize,200,51,0.0851,0.0719,3.2317,3.1466,3.1598,37.975323,44.947149,0.973667,0.977752
synchronize,200,52,0.08,0.0696,3.7083,3.6283,3.6387,46.35375,53.280172,0.978427,0.981231
synchronize,200,53,0.1821,0.1342,4.7987,4.6166,4.6645,26.352004,35.757824,0.962052,0.972034
synchronize,200,54,0.0945,0.0731,3.5386,3.4441,3.4655,37.445503,48.407661,0.973295,0.979342
synchronize,200,55,0.0826,0.1054,4.293,4.2104,4.1876,51.973366,40.73055,0.980759,0.975448
synchronize,200,56,0.0868,0.0746,3.0108,2.924,2.9362,34.686636,40.359249,0.97117,0.975223
synchronize,200,57,0.0834,0.323,3.1454,3.062,2.8224,37.714628,9.73808,0.973485,0.89731
synchronize,200,58,0.0882,0.0717,3.4657,3.3775,3.394,39.293651,48.336123,0.974551,0.979312
synchronize,200,59,0.119,0.0727,3.1447,3.0257,3.072,26.42605,43.255846,0.962159,0.976882
synchronize,200,60,0.0836,0.0705,2.8942,2.8106,2.8237,34.619617,41.052482,0.971115,0.975641
synchronize,200,61,0.0846,0.0696,3.1692,3.0846,3.0996,37.460993,45.534483,0.973306,0.978039
synchronize,200,62,0.0846,0.0715,3.3035,3.2189,3.232,39.048463,46.202797,0.974391,0.978356
synchronize,200,63,0.1037,0.0709,3.156,3.0523,3.0851,30.433944,44.513399,0.967142,0.977535
synchronize,200,64,0.0828,0.07,3.3506,3.2678,3.2806,40.466184,47.865714,0.975288,0.979108
synchronize,200,65,0.0884,0.0938,2.8635,2.7751,2.7697,32.392534,30.527719,0.969129,0.967243
synchronize,200,66,0.085,0.0764,3.2318,3.1468,3.1554,38.021176,42.301047,0.973699,0.97636
synchronize,200,67,0.0811,0.0689,3.3502,3.2691,3.2813,41.309494,48.624093,0.975792,0.979434
synchronize,200,68,0.1177,0.0723,3.1813,3.0636,3.109,27.028887,44.001383,0.963003,0.977273
synchronize,200,69,0.1262,0.0733,3.1175,2.9913,3.0442,24.702853,42.530696,0.959519,0.976488
synchronize,200,70,0.081,0.0749,2.963,2.882,2.8881,36.580247,39.559413,0.972663,0.974722
synchronize,200,71,0.0924,0.0719,3.5232,3.4308,3.4513,38.12987,49.001391,0.973774,0.979592
synchronize,200,72,0.0825,0.0716,3.195,3.1125,3.1234,38.727273,44.622905,0.974178,0.97759
synchronize,200,73,0.08,0.0697,3.1355,3.0555,3.0658,39.19375,44.985653,0.974486,0.977771
synchronize,200,74,0.0901,0.0771,2.9912,2.9011,2.9141,33.198668,38.796368,0.969878,0.974224
synchronize,200,75,0.0863,0.0713,2.843,2.7567,2.7717,32.943221,39.873773,0.969645,0.974921
synchronize,200,76,0.0808,0.0693,3.0019,2.9211,2.9326,37.152228,43.31746,0.973084,0.976915
synchronize,200,77,0.0841,0.0711,4.2679,4.1838,4.1968,50.747919,60.026723,0.980295,0.983341
synchronize,200,78,0.0817,0.0719,4.0113,3.9296,3.9394,49.097919,55.789986,0.979633,0.982076
synchronize,200,79,0.0838,0.0692,4.0393,3.9555,3.9701,48.201671,58.371387,0.979254,0.982868
synchronize,200,80,0.084,0.0707,3.1206,3.0366,3.0499,37.15,44.138614,0.973082,0.977344
synchronize,200,81,0.0827,0.0703,3.9311,3.8484,3.8608,47.534462,55.918919,0.978963,0.982117
synchronize,200,82,0.1889,0.1275,3.3268,3.1379,3.1993,17.611435,26.092549,0.943219,0.961675
synchronize,200,83,0.1341,0.0736,3.1336,2.9995,3.06,23.367636,42.576087,0.957206,0.976513
synchronize,200,84,0.1393,0.1103,3.976,3.8367,3.8657,28.542714,36.047144,0.964965,0.972259
synchronize,200,85,0.1257,0.0704,2.8675,2.7418,2.7971,22.812251,40.731534,0.956164,0.975449
synchronize,200,86,0.0822,0.07,3.1227,3.0405,3.0527,37.989051,44.61,0.973677,0.977584
synchronize,200,87,0.0833,0.0769,3.1433,3.06,3.0664,37.734694,40.875163,0.973499,0.975535
synchronize,200,88,0.0843,0.0683,3.0483,2.964,2.98,36.160142,44.63104,0.972345,0.977594
synchronize,200,89,0.0814,0.0714,2.8088,2.7274,2.7374,34.506143,39.338936,0.97102,0.97458
synchronize,200,90,0.1537,0.1341,4.8488,4.6951,4.7147,31.54717,36.158091,0.968301,0.972344
synchronize,200,91,0.1495,0.1381,4.8851,4.7356,4.747,32.676254,35.373642,0.969397,0.97173
synchronize,200,92,0.0844,0.1389,4.0586,3.9742,3.9197,48.087678,29.219582,0.979205,0.965776
synchronize,200,93,0.095,0.0762,3.1454,3.0504,3.0692,33.109474,41.278215,0.969797,0.975774
synchronize,200,94,0.0808,0.0692,2.8108,2.73,2.7416,34.787129,40.618497,0.971254,0.975381
synchronize,200,95,0.0847,0.0978,3.0954,3.0107,2.9976,36.545455,31.650307,0.972637,0.968405
synchronize,200,96,0.0829,0.0717,3.2084,3.1255,3.1367,38.702051,44.747559,0.974162,0.977652
synchronize,200,97,0.0821,0.0707,3.3343,3.2522,3.2636,40.612667,47.161245,0.975377,0.978796
synchronize,200,98,0.0906,0.1115,3.6135,3.5229,3.502,39.884106,32.408072,0.974927,0.969143
synchronize,200,99,0.1281,0.1264,2.8767,2.7486,2.7503,22.456674,22.758703,0.95547,0.956061
synchronize,200,100,0.1431,0.1112,2.9189,2.7758,2.8077,20.397624,26.249101,0.950975,0.961903
synchronize,200,101,0.0848,0.0716,3.1534,3.0686,3.0818,37.186321,44.041899,0.973108,0.977294
synchronize,200,102,0.087,0.0721,3.585,3.498,3.5129,41.206897,49.722607,0.975732,0.979888
synchronize,200,103,0.089,0.0744,3.5988,3.5098,3.5244,40.435955,48.370968,0.97527,0.979326
synchronize,200,104,0.1032,0.0753,3.2368,3.1336,3.1615,31.364341,42.985392,0.968117,0.976736
synchronize,200,105,0.0966,0.0758,2.812,2.7154,2.7362,29.109731,37.097625,0.965647,0.973044
synchronize,200,106,0.1068,0.1019,3.4666,3.3598,3.3647,32.458801,34.019627,0.969192,0.970605
synchronize,200,107,0.083,0.0722,3.0434,2.9604,2.9712,36.66747,42.152355,0.972728,0.976277
synchronize,200,108,0.0844,0.0733,3.122,3.0376,3.0487,36.990521,42.592087,0.972966,0.976521
synchronize,200,109,0.0813,0.0714,3.1828,3.1015,3.1114,39.148831,44.577031,0.974456,0.977567
synchronize,200,110,0.085,0.0764,4.154,4.069,4.0776,48.870588,54.371728,0.979538,0.981608
synchronize,200,111,0.1371,0.1172,4.4505,4.3134,4.3333,32.461707,37.973549,0.969194,0.973666
synchronize,200,112,0.1344,0.1163,4.2638,4.1294,4.1475,31.724702,36.662081,0.968479,0.972724
synchronize,200,113,0.1464,0.1191,4.3897,4.2433,4.2706,29.98429,36.857263,0.966649,0.972868
synchronize,200,114,0.0857,0.0707,3.862,3.7763,3.7913,45.064177,54.625177,0.977809,0.981693
synchronize,200,115,0.0809,0.0826,3.1539,3.073,3.0713,38.985167,38.182809,0.974349,0.97381
synchronize,200,116,0.0851,0.0742,3.4852,3.4001,3.411,40.954172,46.97035,0.975582,0.97871
synchronize,200,117,0.0847,0.0709,2.8592,2.7745,2.7883,33.756789,40.327221,0.970376,0.975203
synchronize,200,118,0.0812,0.0692,3.1577,3.0765,3.0885,38.887931,45.631503,0.974285,0.978085
synchronize,200,119,0.1402,0.0736,3.2539,3.1137,3.1803,23.208987,44.210598,0.956913,0.977381
synchronize,200,120,0.0836,0.0741,3.2004,3.1168,3.1263,38.282297,43.190283,0.973878,0.976847
synchronize,200,121,0.0813,0.0786,3.1347,3.0534,3.0561,38.557196,39.881679,0.974065,0.974926
synchronize,200,122,0.0851,0.0734,2.9431,2.858,2.8697,34.584019,40.09673,0.971085,0.97506
synchronize,200,123,0.0852,0.0711,3.9619,3.8767,3.8908,46.501174,55.722925,0.978495,0.982054
synchronize,200,124,0.0812,0.0756,3.396,3.3148,3.3204,41.82266,44.920635,0.97609,0.977739
synchronize,200,125,0.087,0.0741,3.1417,3.0547,3.0676,36.111494,42.398111,0.972308,0.976414
synchronize,200,126,0.0865,0.0733,3.3971,3.3106,3.3238,39.272832,46.345157,0.974537,0.978423
synchronize,200,127,0.0801,0.0705,3.1501,3.07,3.0796,39.327091,44.68227,0.974572,0.97762
synchronize,200,128,0.0838,0.0842,2.9017,2.8179,2.8175,34.626492,34.461995,0.97112,0.970983
synchronize,200,129,0.0827,0.0717,3.1137,3.031,3.042,37.650544,43.426778,0.97344,0.976973
synchronize,200,130,0.0797,0.0704,3.3429,3.2632,3.2725,41.943538,47.484375,0.976158,0.97894
synchronize,200,131,0.0846,0.0721,3.2991,3.2145,3.227,38.996454,45.757282,0.974357,0.978146
synchronize,200,132,0.1181,0.0729,3.0931,2.975,3.0202,26.190517,42.429355,0.961818,0.976431
synchronize,200,133,0.105,0.0708,2.9805,2.8755,2.9097,28.385714,42.097458,0.964771,0.976246
synchronize,200,134,0.0838,0.0732,3.0998,3.016,3.0266,36.990453,42.346995,0.972966,0.976386
synchronize,200,135,0.0833,0.0713,3.1569,3.0736,3.0856,37.897959,44.276297,0.973613,0.977415
synchronize,200,136,0.0803,0.0699,3.1519,3.0716,3.082,39.251557,45.091559,0.974523,0.977823
synchronize,200,137,0.0916,0.0941,3.8389,3.7473,3.7448,41.909389,40.795962,0.976139,0.975488
synchronize,200,138,0.0837,0.09,4.0185,3.9348,3.9285,48.010753,44.65,0.979171,0.977604
synchronize,200,139,0.0824,0.0678,2.8409,2.7585,2.7731,34.476942,41.90118,0.970995,0.976134
synchronize,200,140,0.0816,0.0717,3.6542,3.5726,3.5825,44.781863,50.965132,0.97767,0.980379
synchronize,200,141,0.0828,0.0697,3.2431,3.1603,3.1734,39.167874,46.529412,0.974469,0.978508
synchronize,200,142,0.0795,0.0687,3.1621,3.0826,3.0934,39.774843,46.027656,0.974858,0.978274
synchronize,200,143,0.1253,0.0721,3.1783,3.053,3.1062,25.365523,44.081831,0.960576,0.977315
synchronize,200,144,0.1211,0.1188,3.0219,2.9008,2.9031,24.953757,25.436869,0.959926,0.960687
synchronize,200,145,0.1494,0.1029,2.9179,2.7685,2.815,19.53079,28.356657,0.948799,0.964735
synchronize,200,146,0.0832,0.0712,3.4467,3.3635,3.3755,41.426683,48.408708,0.975861,0.979343
synchronize,200,147,0.0833,0.0698,3.2316,3.1483,3.1618,38.794718,46.297994,0.974223,0.978401
synchronize,200,148,0.08,0.0685,3.1016,3.0216,3.0331,38.77,45.278832,0.974207,0.977915
synchronize,200,149,0.123,0.0734,2.8331,2.7101,2.7597,23.033333,38.598093,0.956585,0.974092
synchronize,200,150,0.0854,0.0884,3.1555,3.0701,3.0671,36.949649,35.695701,0.972936,0.971985
synchronize,200,151,0.1325,0.0697,3.6647,3.5322,3.595,27.658113,52.578192,0.963844,0.980981
synchronize,200,152,0.0895,0.0716,3.0958,3.0063,3.0242,34.589944,43.23743,0.97109,0.976872
synchronize,200,153,0.0831,0.0713,3.1296,3.0465,3.0583,37.66065,43.893408,0.973447,0.977218
synchronize,200,154,0.0826,0.0691,2.9884,2.9058,2.9193,36.179177,43.247467,0.97236,0.976877
synchronize,200,155,0.0833,0.1095,3.0336,2.9503,2.9241,36.417767,27.70411,0.972541,0.963904
synchronize,200,156,0.0876,0.0718,3.0902,3.0026,3.0184,35.276256,43.038997,0.971652,0.976765
synchronize,200,157,0.0792,0.0698,3.5637,3.4845,3.4939,44.996212,51.055874,0.977776,0.980414
synchronize,200,158,0.0842,0.0713,3.1408,3.0566,3.0695,37.301663,44.050491,0.973192,0.977299
synchronize,200,159,0.1312,0.1057,2.816,2.6848,2.7103,21.463415,26.641438,0.953409,0.962464
synchronize,200,160,0.1439,0.0758,3.1449,3.001,3.0691,21.85476,41.489446,0.954243,0.975897
synchronize,200,161,0.094,0.0774,3.1057,3.0117,3.0283,33.039362,40.125323,0.969733,0.975078
synchronize,200,162,0.183,0.1265,3.1016,2.9186,2.9751,16.948634,24.518577,0.940998,0.959215
synchronize,200,163,0.1405,0.1331,4.784,4.6435,4.6509,34.049822,35.9429,0.970631,0.972178
synchronize,200,164,0.0824,0.1346,4.2461,4.1637,4.1115,51.53034,31.546062,0.980594,0.9683
synchronize,200,165,0.1254,0.0728,3.6445,3.5191,3.5717,29.062998,50.061813,0.965592,0.980025
synchronize,200,166,0.0758,0.0693,3.2863,3.2105,3.217,43.354881,47.421356,0.976935,0.978912
synchronize,200,167,0.1007,0.072,3.2376,3.1369,3.1656,32.150943,44.966667,0.968897,0.977761
synchronize,200,168,0.1401,0.1205,3.0036,2.8635,2.8831,21.438972,24.926141,0.953356,0.959881
synchronize,200,169,0.0919,0.1141,2.9551,2.8632,2.841,32.155604,25.899211,0.968901,0.961389
synchronize,200,170,0.0811,0.0708,3.1278,3.0467,3.057,38.567201,44.177966,0.974071,0.977364
synchronize,200,171,0.0802,0.0717,3.0904,3.0102,3.0187,38.533666,43.101813,0.974049,0.976799
synchronize,200,172,0.0757,0.0688,3.1282,3.0525,3.0594,41.323646,45.468023,0.975801,0.978007
synchronize,200,173,0.1214,0.1234,3.8334,3.712,3.71,31.576606,31.06483,0.968331,0.967809
synchronize,200,174,0.0809,0.0738,2.9087,2.8278,2.8349,35.954265,39.413279,0.972187,0.974628
synchronize,200,175,0.0777,0.0704,3.2897,3.212,3.2193,42.338481,46.728693,0.976381,0.9786
synchronize,200,176,0.0808,0.072,3.1073,3.0265,3.0353,38.456683,43.156944,0.973997,0.976829
synchronize,200,177,0.0805,0.0909,3.2269,3.1464,3.136,40.085714,35.49945,0.975053,0.971831
synchronize,200,178,0.0761,0.0695,3.3767,3.3006,3.3072,44.371879,48.585612,0.977463,0.979418
synchronize,200,179,0.0796,0.1171,2.9739,2.8943,2.8568,37.360553,25.396243,0.973234,0.960624
synchronize,200,180,0.079,0.0706,3.0863,3.0073,3.0157,39.067089,43.715297,0.974403,0.977125
synchronize,200,181,0.0762,0.0685,3.1606,3.0844,3.0921,41.47769,46.140146,0.975891,0.978327
synchronize,200,182,0.1408,0.0731,3.1088,2.968,3.0357,22.079545,42.528044,0.954709,0.976486
synchronize,200,183,0.1363,0.109,2.9476,2.8113,2.8386,21.625825,27.042202,0.953759,0.963021
synchronize,200,184,0.1024,0.0857,3.0383,2.9359,2.9526,29.670898,35.452742,0.966297,0.971793
synchronize,200,185,0.0813,0.0728,3.2203,3.139,3.1475,39.610086,44.23489,0.974754,0.977393
synchronize,200,186,0.0804,0.0707,3.1543,3.0739,3.0836,39.232587,44.615276,0.974511,0.977586
synchronize,200,187,0.0754,0.0695,3.1458,3.0704,3.0763,41.721485,45.263309,0.976032,0.977907
synchronize,200,188,0.08,0.0889,2.8963,2.8163,2.8074,36.20375,32.579303,0.972379,0.969306
synchronize,200,189,0.0796,0.071,3.0228,2.9432,2.9518,37.974874,42.574648,0.973667,0.976512
synchronize,200,190,0.0757,0.0696,3.1424,3.0667,3.0728,41.511229,45.149425,0.97591,0.977851
synchronize,200,191,0.0813,0.0714,3.7005,3.6192,3.6291,45.516605,51.827731,0.97803,0.980705
synchronize,200,192,0.0802,0.0902,3.5317,3.4515,3.4415,44.03616,39.154102,0.977291,0.97446
synchronize,200,193,0.0766,0.0708,2.9647,2.8881,2.8939,38.703655,41.874294,0.974163,0.976119
synchronize,200,194,0.0797,0.1046,2.9633,2.8836,2.8587,37.180678,28.329828,0.973104,0.964702
synchronize,200,195,0.0808,0.0704,3.1137,3.0329,3.0433,38.535891,44.228693,0.97405,0.97739
synchronize,200,196,0.0762,0.0692,3.4251,3.3489,3.3559,44.948819,49.495665,0.977752,0.979796
synchronize,200,197,0.0902,0.0727,3.1401,3.0499,3.0674,34.812639,43.192572,0.971275,0.976848
synchronize,200,198,0.0803,0.0799,2.8204,2.7401,2.7405,35.123288,35.299124,0.971529,0.971671
synchronize,200,199,0.12,0.1056,3.2273,3.1073,3.1217,26.894167,30.561553,0.962817,0.967279
synchronize,200,200,0.0796,0.0718,3.1042,3.0246,3.0324,38.997487,43.233983,0.974357,0.97687
synchronize,500,1,0.1934,0.1839,8.1764,7.983,7.9925,42.277146,44.46112,0.976347,0.977508
synchronize,500,2,0.2031,0.1884,7.8492,7.6461,7.6608,38.646972,41.66242,0.974125,0.975998
synchronize,500,3,0.2087,0.175,7.785,7.5763,7.61,37.302348,44.485714,0.973192,0.977521
synchronize,500,4,0.1871,0.172,8.5744,8.3873,8.4024,45.8279,49.851163,0.978179,0.97994
synchronize,500,5,0.2069,0.1808,8.369,8.1621,8.1882,40.449493,46.288717,0.975278,0.978396
synchronize,500,6,0.2301,0.2014,9.4579,9.2278,9.2565,41.103433,46.960775,0.975671,0.978706
synchronize,500,7,0.1938,0.1752,8.299,8.1052,8.1238,42.822497,47.368721,0.976648,0.978889
synchronize,500,8,0.2364,0.1779,7.5885,7.3521,7.4106,32.100254,42.655987,0.968848,0.976557
synchronize,500,9,0.1953,0.1733,9.4285,9.2332,9.2552,48.27701,54.405655,0.979286,0.98162
synchronize,500,10,0.1845,0.1763,11.3275,11.143,11.1512,61.395664,64.251276,0.983712,0.984436
synchronize,500,11,0.3703,0.2919,10.4222,10.0519,10.1303,28.145288,35.704693,0.96447,0.971992
synchronize,500,12,0.237,0.1917,8.7079,8.4709,8.5162,36.742194,45.424622,0.972783,0.977986
synchronize,500,13,0.1996,0.1791,7.8577,7.6581,7.6786,39.367234,43.873255,0.974598,0.977207
synchronize,500,14,0.3029,0.183,7.5134,7.2105,7.3304,24.804886,41.056831,0.959685,0.975644
synchronize,500,15,0.2742,0.1758,9.992,9.7178,9.8162,36.440554,56.837315,0.972558,0.982406
synchronize,500,16,0.1945,0.1707,8.0107,7.8162,7.84,41.186118,46.92853,0.97572,0.978691
synchronize,500,17,0.3164,0.1795,8.303,7.9866,8.1235,26.242099,46.256267,0.961893,0.978381
synchronize,500,18,0.196,0.1745,8.1712,7.9752,7.9967,41.689796,46.826361,0.976013,0.978645
synchronize,500,19,0.1868,0.1713,7.8154,7.6286,7.6441,41.83833,45.624051,0.976098,0.978082
synchronize,500,20,0.2022,0.3517,8.3148,8.1126,7.9631,41.121662,23.64174,0.975682,0.957702
synchronize,500,21,0.1969,0.1718,7.9176,7.7207,7.7458,40.211275,46.086147,0.975131,0.978302
synchronize,500,22,0.1845,0.2119,7.6396,7.4551,7.4277,41.407046,36.052855,0.97585,0.972263
synchronize,500,23,0.1986,0.1804,7.7833,7.5847,7.6029,39.190836,43.144678,0.974484,0.976822
synchronize,500,24,0.2354,0.1766,7.7419,7.5065,7.5653,32.888275,43.838618,0.969594,0.977189
synchronize,500,25,0.1925,0.1738,8.285,8.0925,8.1112,43.038961,47.669735,0.976765,0.979022
synchronize,500,26,0.3366,0.2957,8.4256,8.089,8.1299,25.031491,28.493744,0.96005,0.964905
synchronize,500,27,0.2085,0.2815,8.0549,7.8464,7.7734,38.632614,28.61421,0.974115,0.965052
synchronize,500,28,0.3381,0.2565,8.6456,8.3075,8.3891,25.571133,33.706043,0.960893,0.970332
synchronize,500,29,0.2925,0.1908,7.5681,7.2756,7.3773,25.873846,39.665094,0.961351,0.974789
synchronize,500,30,0.2996,0.2487,7.7943,7.4947,7.5456,26.015688,31.340169,0.961562,0.968092
synchronize,500,31,0.2135,0.2029,8.435,8.2215,8.2321,39.508197,41.572203,0.974689,0.975945
synchronize,500,32,0.2091,0.1771,7.8301,7.621,7.653,37.446676,44.212874,0.973295,0.977382
synchronize,500,33,0.2575,0.2219,7.7975,7.54,7.5756,30.281553,35.139703,0.966977,0.971542
synchronize,500,34,0.293,0.1832,9.6238,9.3308,9.4406,32.845734,52.531659,0.969555,0.980964
synchronize,500,35,0.1947,0.173,8.0178,7.8231,7.8448,41.180277,46.345665,0.975717,0.978423
synchronize,500,36,0.1938,0.1802,7.7115,7.5177,7.5313,39.791022,42.794118,0.974869,0.976632
synchronize,500,37,0.1895,0.1715,8.5483,8.3588,8.3768,45.109763,49.844315,0.977832,0.979938
synchronize,500,38,0.1932,0.1747,7.6477,7.4545,7.473,39.584369,43.776188,0.974738,0.977157
synchronize,500,39,0.2636,0.1766,8.0549,7.7913,7.8783,30.557284,45.610985,0.967275,0.978075
synchronize,500,40,0.1862,0.1711,7.573,7.3868,7.4019,40.671321,44.260666,0.975413,0.977407
synchronize,500,41,0.1969,0.1762,7.6767,7.4798,7.5005,38.987811,43.568104,0.974351,0.977047
synchronize,500,42,0.2056,0.1748,9.3354,9.1298,9.1606,45.405642,53.406178,0.977976,0.981276
synchronize,500,43,0.1936,0.2029,7.7668,7.5732,7.5639,40.117769,38.278955,0.975073,0.973876
synchronize,500,44,0.2052,0.1805,8.0424,7.8372,7.8619,39.192982,44.556233,0.974485,0.977556
synchronize,500,45,0.1964,0.1762,8.0032,7.8068,7.827,40.749491,45.421112,0.97546,0.977984
synchronize,500,46,0.1856,0.1711,8.7352,8.5496,8.5641,47.064655,51.053185,0.978753,0.980413
synchronize,500,47,0.2261,0.226,8.972,8.7459,8.746,39.681557,39.699115,0.974799,0.974811
synchronize,500,48,0.2282,0.1921,7.8177,7.5895,7.6256,34.258107,40.695992,0.97081,0.975428
synchronize,500,49,0.1923,0.1734,7.7668,7.5745,7.5934,40.388976,44.791234,0.975241,0.977674
synchronize,500,50,0.2158,0.1769,8.3261,8.1103,8.1492,38.582484,47.066704,0.974082,0.978754
synchronize,500,51,0.2226,0.1992,7.7263,7.5037,7.5271,34.709344,38.786647,0.971189,0.974218
synchronize,500,52,0.1951,0.1733,7.7877,7.5926,7.6144,39.916453,44.93768,0.974948,0.977747
synchronize,500,53,0.3685,0.1832,9.2185,8.85,9.0353,25.016282,50.319323,0.960026,0.980127
synchronize,500,54,0.1993,0.1762,7.697,7.4977,7.5208,38.620171,43.683314,0.974107,0.977108
synchronize,500,55,0.1884,0.173,7.7769,7.5885,7.6039,41.278662,44.953179,0.975774,0.977755
synchronize,500,56,0.2035,0.1752,7.6513,7.4478,7.4761,37.598526,43.671804,0.973403,0.977102
synchronize,500,57,0.2953,0.345,7.8547,7.5594,7.5097,26.599052,22.767246,0.962405,0.956077
synchronize,500,58,0.326,0.2899,10.816,10.49,10.5261,33.177914,37.309417,0.969859,0.973197
synchronize,500,59,0.2672,0.185,7.7396,7.4724,7.5546,28.965569,41.835676,0.965476,0.976097
synchronize,500,60,0.242,0.2914,7.5093,7.2673,7.2179,31.030165,25.769732,0.967773,0.961195
synchronize,500,61,0.3279,0.2239,8.0916,7.7637,7.8677,24.677036,36.139348,0.959476,0.972329
synchronize,500,62,0.2825,0.1798,7.7147,7.4322,7.5349,27.308673,42.907119,0.963382,0.976694
synchronize,500,63,0.2482,0.2802,7.6787,7.4305,7.3985,30.93755,27.404354,0.967677,0.963509
synchronize,500,64,0.2461,0.1884,8.8398,8.5937,8.6514,35.919545,46.920382,0.97216,0.978687
synchronize,500,65,0.2242,0.1799,7.5931,7.3689,7.4132,33.867529,42.207337,0.970473,0.976307
synchronize,500,66,0.2152,0.1744,8.0391,7.8239,7.8647,37.356413,46.095757,0.973231,0.978306
synchronize,500,67,0.1981,0.1737,7.7281,7.53,7.5544,39.011106,44.491077,0.974366,0.977524
synchronize,500,68,0.3411,0.1882,8.0416,7.7005,7.8534,23.575491,42.729012,0.957583,0.976597
synchronize,500,69,0.1986,0.1764,8.8801,8.6815,8.7037,44.713494,50.340703,0.977635,0.980135
synchronize,500,70,0.1899,0.1904,7.8859,7.696,7.6955,41.526593,41.417542,0.975919,0.975856
synchronize,500,71,0.2086,0.1754,7.6891,7.4805,7.5137,36.860499,43.837514,0.972871,0.977188
synchronize,500,72,0.2002,0.2211,7.8635,7.6633,7.6424,39.278222,35.565355,0.974541,0.971883
synchronize,500,73,0.2275,0.1772,7.9128,7.6853,7.7356,34.781538,44.654628,0.971249,0.977606
synchronize,500,74,0.1996,0.2178,8.258,8.0584,8.0402,41.372745,37.915519,0.975829,0.973626
synchronize,500,75,0.1946,0.177,7.9165,7.7219,7.7395,40.680884,44.725989,0.975418,0.977642
synchronize,500,76,0.1955,0.1744,8.1031,7.9076,7.9287,41.448082,46.462729,0.975873,0.978477
synchronize,500,77,0.1969,0.1774,7.796,7.5991,7.6186,39.593702,43.945885,0.974743,0.977245
synchronize,500,78,0.204,0.1791,7.9225,7.7185,7.7434,38.835784,44.235064,0.974251,0.977393
synchronize,500,79,0.1869,0.1747,7.8329,7.646,7.6582,41.909577,44.836291,0.976139,0.977697
synchronize,500,80,0.196,0.1805,8.8866,8.6906,8.7061,45.339796,49.233241,0.977944,0.979689
synchronize,500,81,0.1946,0.1757,7.8706,7.676,7.6949,40.445015,44.795674,0.975275,0.977676
synchronize,500,82,0.1868,0.1788,7.7484,7.5616,7.5696,41.479657,43.33557,0.975892,0.976924
synchronize,500,83,0.3595,0.1773,8.6555,8.296,8.4782,24.076495,48.818387,0.958466,0.979516
synchronize,500,84,0.3467,0.2383,7.7906,7.4439,7.5523,22.470724,32.692405,0.955498,0.969412
synchronize,500,85,0.2735,0.2167,8.2277,7.9542,8.011,30.082998,37.968159,0.966759,0.973662
synchronize,500,86,0.1969,0.1747,7.7884,7.5915,7.6137,39.555104,44.581568,0.974719,0.977569
synchronize,500,87,0.1966,0.1749,7.6835,7.4869,7.5086,39.081892,43.930818,0.974413,0.977237
synchronize,500,88,0.1904,0.1721,7.7383,7.5479,7.5662,40.642332,44.963974,0.975395,0.97776
synchronize,500,89,0.202,0.176,7.66,7.458,7.484,37.920792,43.522727,0.973629,0.977023
synchronize,500,90,0.199,0.1738,7.9952,7.7962,7.8214,40.176884,46.002301,0.97511,0.978262
synchronize,500,91,0.1929,0.1798,8.6164,8.4235,8.4366,44.667703,47.922136,0.977612,0.979133
synchronize,500,92,0.1994,0.1783,7.941,7.7416,7.7627,39.824473,44.537297,0.97489,0.977547
synchronize,500,93,0.2003,0.213,7.6857,7.4854,7.4727,38.370944,36.083099,0.973939,0.972286
synchronize,500,94,0.188,0.1741,8.3814,8.1934,8.2073,44.581915,48.141298,0.977569,0.979228
synchronize,500,95,0.198,0.1872,7.6847,7.4867,7.4975,38.811616,41.050748,0.974235,0.97564
synchronize,500,96,0.3617,0.3329,10.0265,9.6648,9.6936,27.720487,30.118654,0.963926,0.966798
synchronize,500,97,0.3285,0.1748,11.4372,11.1087,11.2624,34.816438,65.430206,0.971278,0.984717
synchronize,500,98,0.2787,0.2682,7.8476,7.5689,7.5794,28.157876,29.260254,0.964486,0.965824
synchronize,500,99,0.2632,0.2291,7.8279,7.5647,7.5988,29.741261,34.168049,0.966377,0.970733
synchronize,500,100,0.265,0.1752,7.8014,7.5364,7.6262,29.439245,44.528539,0.966032,0.977542
synchronize,500,101,0.2096,0.2446,8.9952,8.7856,8.7506,42.916031,36.775143,0.976699,0.972808
