browser,browser_version,roster_size,repetition,phase,status,final_count,unique_stable_ids,duplicate_stable_ids,exact_identity_set,receiver_rows_accepted,receiver_preparation_ms,receiver_persistence_ms,protocol_completion_latency_ms,observed_wall_time_ms,error_class,error_message
chromium,149.0.7827.55,200,18,measurement,pass,200,200,0,true,200,2.600000023841858,76.5,81,483,,
chromium,149.0.7827.55,200,19,measurement,pass,200,200,0,true,200,2.599999964237213,77.30000001192093,82,488,,
chromium,149.0.7827.55,200,20,measurement,pass,200,200,0,true,200,2.599999964237213,71.69999998807907,77,475,,
chromium,149.0.7827.55,200,21,measurement,pass,200,200,0,true,200,3.199999988079071,74.5,80,473,,
chromium,149.0.7827.55,200,22,measurement,pass,200,200,0,true,200,2,69,72,480,,
chromium,149.0.7827.55,200,23,measurement,pass,200,200,0,true,200,2.600000023841858,69.80000001192093,74,455,,
chromium,149.0.7827.55,200,24,measurement,pass,200,200,0,true,200,2.400000035762787,67.30000001192093,72,470,,
chromium,149.0.7827.55,200,25,measurement,pass,200,200,0,true,200,2.400000035762787,73,78,498,,
chromium,149.0.7827.55,200,26,measurement,pass,200,200,0,true,200,2.699999988079071,82.5,88,479,,
chromium,149.0.7827.55,200,27,measurement,pass,200,200,0,true,200,2.300000011920929,69.09999996423721,73,456,,
chromium,149.0.7827.55,200,28,measurement,pass,200,200,0,true,200,2.599999964237213,72.40000003576279,77,444,,
chromium,149.0.7827.55,200,29,measurement,pass,200,200,0,true,200,2.200000047683716,70.5,75,462,,
chromium,149.0.7827.55,200,30,measurement,pass,200,200,0,true,200,2.399999976158142,69.60000002384186,74,489,,
chromium,149.0.7827.55,500,1,warmup,pass,500,500,0,true,500,5.199999988079071,116.30000001192093,124,552,,
chromium,149.0.7827.55,500,1,measurement,pass,500,500,0,true,500,5,115.30000001192093,123,587,,
chromium,149.0.7827.55,500,2,measurement,pass,500,500,0,true,500,5.699999988079071,116.19999998807907,124,586,,
chromium,149.0.7827.55,500,3,measurement,pass,500,500,0,true,500,6,113.39999997615814,122,561,,
chromium,149.0.7827.55,500,4,measurement,pass,500,500,0,true,500,5.200000047683716,116.59999996423721,123,606,,
chromium,149.0.7827.55,500,5,measurement,pass,500,500,0,true,500,5.199999988079071,110.30000001192093,118,568,,
