scenario,variant,roster_size,repetition,outcome_success,state_preservation_rate,final_count,elapsed_ms
stable-identity,without-stable-id,200,6,false,0,200,0.3640999999999508
state-continuity,replace-all,200,6,false,0,200,0.004899999999963711
state-continuity,state-preserving-merge,200,6,true,1,200,0.342899999999986
message-order,sequence-guard,200,6,true,,200,0
message-order,without-sequence-guard,200,6,false,,200,0
transient-empty,empty-payload-guard,200,6,true,,200,0
transient-empty,without-empty-guard,200,6,false,,0,0
stable-identity,full-protocol,200,7,true,1,200,0.35540000000003147
stable-identity,without-stable-id,200,7,false,0,200,0.5976999999999748
state-continuity,replace-all,200,7,false,0,200,0.0055000000000404725
state-continuity,state-preserving-merge,200,7,true,1,200,0.3550999999999931
message-order,sequence-guard,200,7,true,,200,0
message-order,without-sequence-guard,200,7,false,,200,0
transient-empty,empty-payload-guard,200,7,true,,200,0
transient-empty,without-empty-guard,200,7,false,,0,0
stable-identity,full-protocol,200,8,true,1,200,0.3664999999999736
stable-identity,without-stable-id,200,8,false,0,200,0.3826000000000249
state-continuity,replace-all,200,8,false,0,200,0.004900000000020555
state-continuity,state-preserving-merge,200,8,true,1,200,0.355700000000013
message-order,sequence-guard,200,8,true,,200,0
message-order,without-sequence-guard,200,8,false,,200,0
transient-empty,empty-payload-guard,200,8,true,,200,0
transient-empty,without-empty-guard,200,8,false,,0,0
stable-identity,full-protocol,200,9,true,1,200,0.3857999999999606
stable-identity,without-stable-id,200,9,false,0,200,0.3826999999999998
state-continuity,replace-all,200,9,false,0,200,0.004700000000013915
state-continuity,state-preserving-merge,200,9,true,1,200,0.5199000000000069
message-order,sequence-guard,200,9,true,,200,0
message-order,without-sequence-guard,200,9,false,,200,0
transient-empty,empty-payload-guard,200,9,true,,200,0
transient-empty,without-empty-guard,200,9,false,,0,0
stable-identity,full-protocol,200,10,true,1,200,0.3891999999999598
stable-identity,without-stable-id,200,10,false,0,200,0.43870000000003984
state-continuity,replace-all,200,10,false,0,200,0.005400000000008731
state-continuity,state-preserving-merge,200,10,true,1,200,0.383700000000033
message-order,sequence-guard,200,10,true,,200,0
message-order,without-sequence-guard,200,10,false,,200,0
transient-empty,empty-payload-guard,200,10,true,,200,0
transient-empty,without-empty-guard,200,10,false,,0,0
stable-identity,full-protocol,200,11,true,1,200,0.42130000000003065
stable-identity,without-stable-id,200,11,false,0,200,0.39599999999995816
state-continuity,replace-all,200,11,false,0,200,0.005899999999996908
state-continuity,state-preserving-merge,200,11,true,1,200,0.5364000000000146
message-order,sequence-guard,200,11,true,,200,0
message-order,without-sequence-guard,200,11,false,,200,0
transient-empty,empty-payload-guard,200,11,true,,200,0
transient-empty,without-empty-guard,200,11,false,,0,0
stable-identity,full-protocol,200,12,true,1,200,0.3754999999999882
stable-identity,without-stable-id,200,12,false,0,200,0.3760000000000332
state-continuity,replace-all,200,12,false,0,200,0.004900000000020555
state-continuity,state-preserving-merge,200,12,true,1,200,0.35820000000001073
message-order,sequence-guard,200,12,true,,200,0
message-order,without-sequence-guard,200,12,false,,200,0
transient-empty,empty-payload-guard,200,12,true,,200,0
transient-empty,without-empty-guard,200,12,false,,0,0
stable-identity,full-protocol,200,13,true,1,200,0.37639999999998963
stable-identity,without-stable-id,200,13,false,0,200,0.3724000000000274
state-continuity,replace-all,200,13,false,0,200,0.006599999999991724
state-continuity,state-preserving-merge,200,13,true,1,200,0.35309999999998354
message-order,sequence-guard,200,13,true,,200,0
message-order,without-sequence-guard,200,13,false,,200,0
transient-empty,empty-payload-guard,200,13,true,,200,0
transient-empty,without-empty-guard,200,13,false,,0,0
stable-identity,full-protocol,200,14,true,1,200,0.46630000000004657
stable-identity,without-stable-id,200,14,false,0,200,0.3708000000000311
state-continuity,replace-all,200,14,false,0,200,0.004899999999963711
state-continuity,state-preserving-merge,200,14,true,1,200,0.3534999999999968
message-order,sequence-guard,200,14,true,,200,0
message-order,without-sequence-guard,200,14,false,,200,0
transient-empty,empty-payload-guard,200,14,true,,200,0
transient-empty,without-empty-guard,200,14,false,,0,0
stable-identity,full-protocol,200,15,true,1,200,0.3865000000000123
stable-identity,without-stable-id,200,15,false,0,200,0.37740000000002283
state-continuity,replace-all,200,15,false,0,200,0.004699999999957072
state-continuity,state-preserving-merge,200,15,true,1,200,0.37819999999999254
message-order,sequence-guard,200,15,true,,200,0
message-order,without-sequence-guard,200,15,false,,200,0
transient-empty,empty-payload-guard,200,15,true,,200,0
transient-empty,without-empty-guard,200,15,false,,0,0
stable-identity,full-protocol,200,16,true,1,200,0.40039999999999054
stable-identity,without-stable-id,200,16,false,0,200,0.7045999999999708
state-continuity,replace-all,200,16,false,0,200,0.008100000000013097
state-continuity,state-preserving-merge,200,16,true,1,200,0.43880000000001473
message-order,sequence-guard,200,16,true,,200,0
message-order,without-sequence-guard,200,16,false,,200,0
transient-empty,empty-payload-guard,200,16,true,,200,0
transient-empty,without-empty-guard,200,16,false,,0,0
stable-identity,full-protocol,200,17,true,1,200,0.5009000000000015
stable-identity,without-stable-id,200,17,false,0,200,0.4270000000000209
state-continuity,replace-all,200,17,false,0,200,0.007100000000036744
state-continuity,state-preserving-merge,200,17,true,1,200,0.4116000000000213
message-order,sequence-guard,200,17,true,,200,0
message-order,without-sequence-guard,200,17,false,,200,0
transient-empty,empty-payload-guard,200,17,true,,200,0
transient-empty,without-empty-guard,200,17,false,,0,0
stable-identity,full-protocol,200,18,true,1,200,0.373800000000017
stable-identity,without-stable-id,200,18,false,0,200,1.004699999999957
state-continuity,replace-all,200,18,false,0,200,0.005199999999945248
state-continuity,state-preserving-merge,200,18,true,1,200,0.35779999999999745
message-order,sequence-guard,200,18,true,,200,0
message-order,without-sequence-guard,200,18,false,,200,0
transient-empty,empty-payload-guard,200,18,true,,200,0
transient-empty,without-empty-guard,200,18,false,,0,0
stable-identity,full-protocol,200,19,true,1,200,0.3616999999999848
stable-identity,without-stable-id,200,19,false,0,200,0.3597000000000321
state-continuity,replace-all,200,19,false,0,200,0.005699999999990268
state-continuity,state-preserving-merge,200,19,true,1,200,0.3549000000000433
message-order,sequence-guard,200,19,true,,200,0
message-order,without-sequence-guard,200,19,false,,200,0
transient-empty,empty-payload-guard,200,19,true,,200,0
transient-empty,without-empty-guard,200,19,false,,0,0
stable-identity,full-protocol,200,20,true,1,200,0.40280000000001337
stable-identity,without-stable-id,200,20,false,0,200,0.3739999999999668
state-continuity,replace-all,200,20,false,0,200,0.17669999999998254
state-continuity,state-preserving-merge,200,20,true,1,200,0.3691000000000031
message-order,sequence-guard,200,20,true,,200,0
message-order,without-sequence-guard,200,20,false,,200,0
transient-empty,empty-payload-guard,200,20,true,,200,0
transient-empty,without-empty-guard,200,20,false,,0,0
stable-identity,full-protocol,200,21,true,1,200,0.37939999999997553
stable-identity,without-stable-id,200,21,false,0,200,0.37810000000001764
state-continuity,replace-all,200,21,false,0,200,0.004599999999982174
state-continuity,state-preserving-merge,200,21,true,1,200,0.3573999999999842
message-order,sequence-guard,200,21,true,,200,0
message-order,without-sequence-guard,200,21,false,,200,0
transient-empty,empty-payload-guard,200,21,true,,200,0
transient-empty,without-empty-guard,200,21,false,,0,0
stable-identity,full-protocol,200,22,true,1,200,0.37259999999997717
stable-identity,without-stable-id,200,22,false,0,200,0.4567000000000121
state-continuity,replace-all,200,22,false,0,200,0.013500000000021828
state-continuity,state-preserving-merge,200,22,true,1,200,0.5577999999999861
message-order,sequence-guard,200,22,true,,200,0
message-order,without-sequence-guard,200,22,false,,200,0
transient-empty,empty-payload-guard,200,22,true,,200,0
transient-empty,without-empty-guard,200,22,false,,0,0
stable-identity,full-protocol,200,23,true,1,200,0.4216000000000122
stable-identity,without-stable-id,200,23,false,0,200,0.43259999999997945
state-continuity,replace-all,200,23,false,0,200,0.005300000000033833
state-continuity,state-preserving-merge,200,23,true,1,200,0.39220000000000255
message-order,sequence-guard,200,23,true,,200,0
message-order,without-sequence-guard,200,23,false,,200,0
transient-empty,empty-payload-guard,200,23,true,,200,0
transient-empty,without-empty-guard,200,23,false,,0,0
stable-identity,full-protocol,200,24,true,1,200,0.3982000000000312
stable-identity,without-stable-id,200,24,false,0,200,0.4369000000000369
state-continuity,replace-all,200,24,false,0,200,0.004900000000020555
state-continuity,state-preserving-merge,200,24,true,1,200,0.37969999999995707
message-order,sequence-guard,200,24,true,,200,0
message-order,without-sequence-guard,200,24,false,,200,0
transient-empty,empty-payload-guard,200,24,true,,200,0
transient-empty,without-empty-guard,200,24,false,,0,0
stable-identity,full-protocol,200,25,true,1,200,0.47809999999998354
stable-identity,without-stable-id,200,25,false,0,200,0.47649999999998727
state-continuity,replace-all,200,25,false,0,200,0.005699999999990268
state-continuity,state-preserving-merge,200,25,true,1,200,0.377900000000011
message-order,sequence-guard,200,25,true,,200,0
message-order,without-sequence-guard,200,25,false,,200,0
transient-empty,empty-payload-guard,200,25,true,,200,0
transient-empty,without-empty-guard,200,25,false,,0,0
stable-identity,full-protocol,200,26,true,1,200,0.797300000000007
stable-identity,without-stable-id,200,26,false,0,200,0.4148999999999887
state-continuity,replace-all,200,26,false,0,200,0.005699999999990268
state-continuity,state-preserving-merge,200,26,true,1,200,0.4017000000000053
message-order,sequence-guard,200,26,true,,200,0
message-order,without-sequence-guard,200,26,false,,200,0
transient-empty,empty-payload-guard,200,26,true,,200,0
transient-empty,without-empty-guard,200,26,false,,0,0
stable-identity,full-protocol,200,27,true,1,200,0.7864999999999895
stable-identity,without-stable-id,200,27,false,0,200,0.5892999999999802
state-continuity,replace-all,200,27,false,0,200,0.008699999999976171
state-continuity,state-preserving-merge,200,27,true,1,200,0.7118999999999573
message-order,sequence-guard,200,27,true,,200,0
message-order,without-sequence-guard,200,27,false,,200,0
transient-empty,empty-payload-guard,200,27,true,,200,0
transient-empty,without-empty-guard,200,27,false,,0,0
stable-identity,full-protocol,200,28,true,1,200,0.7187999999999874
stable-identity,without-stable-id,200,28,false,0,200,0.5973000000000184
state-continuity,replace-all,200,28,false,0,200,0.006899999999973261
state-continuity,state-preserving-merge,200,28,true,1,200,0.4474999999999909
message-order,sequence-guard,200,28,true,,200,0
message-order,without-sequence-guard,200,28,false,,200,0
transient-empty,empty-payload-guard,200,28,true,,200,0
transient-empty,without-empty-guard,200,28,false,,0,0
stable-identity,full-protocol,200,29,true,1,200,0.45539999999999736
stable-identity,without-stable-id,200,29,false,0,200,0.691599999999994
state-continuity,replace-all,200,29,false,0,200,0.00529999999997699
state-continuity,state-preserving-merge,200,29,true,1,200,0.44999999999998863
message-order,sequence-guard,200,29,true,,200,0
message-order,without-sequence-guard,200,29,false,,200,0
transient-empty,empty-payload-guard,200,29,true,,200,0
transient-empty,without-empty-guard,200,29,false,,0,0
stable-identity,full-protocol,200,30,true,1,200,0.4703000000000088
stable-identity,without-stable-id,200,30,false,0,200,0.5113000000000056
state-continuity,replace-all,200,30,false,0,200,0.004799999999988813
state-continuity,state-preserving-merge,200,30,true,1,200,0.39299999999997226
message-order,sequence-guard,200,30,true,,200,0
message-order,without-sequence-guard,200,30,false,,200,0
transient-empty,empty-payload-guard,200,30,true,,200,0
transient-empty,without-empty-guard,200,30,false,,0,0
stable-identity,full-protocol,200,31,true,1,200,0.4047999999999661
stable-identity,without-stable-id,200,31,false,0,200,0.7572000000000116
state-continuity,replace-all,200,31,false,0,200,0.009799999999984266
state-continuity,state-preserving-merge,200,31,true,1,200,0.4385000000000332
message-order,sequence-guard,200,31,true,,200,0
message-order,without-sequence-guard,200,31,false,,200,0
transient-empty,empty-payload-guard,200,31,true,,200,0
transient-empty,without-empty-guard,200,31,false,,0,0
stable-identity,full-protocol,200,32,true,1,200,0.4601999999999862
stable-identity,without-stable-id,200,32,false,0,200,0.4426000000000272
state-continuity,replace-all,200,32,false,0,200,0.0055000000000404725
state-continuity,state-preserving-merge,200,32,true,1,200,0.3883000000000152
message-order,sequence-guard,200,32,true,,200,0
message-order,without-sequence-guard,200,32,false,,200,0
transient-empty,empty-payload-guard,200,32,true,,200,0
transient-empty,without-empty-guard,200,32,false,,0,0
stable-identity,full-protocol,200,33,true,1,200,0.4023000000000252
stable-identity,without-stable-id,200,33,false,0,200,0.42500000000001137
state-continuity,replace-all,200,33,false,0,200,0.004700000000013915
state-continuity,state-preserving-merge,200,33,true,1,200,0.4527999999999679
message-order,sequence-guard,200,33,true,,200,0
message-order,without-sequence-guard,200,33,false,,200,0
transient-empty,empty-payload-guard,200,33,true,,200,0
transient-empty,without-empty-guard,200,33,false,,0,0
stable-identity,full-protocol,200,34,true,1,200,0.47870000000000346
stable-identity,without-stable-id,200,34,false,0,200,0.8556999999999562
state-continuity,replace-all,200,34,false,0,200,0.005400000000008731
state-continuity,state-preserving-merge,200,34,true,1,200,0.4134000000000242
message-order,sequence-guard,200,34,true,,200,0
message-order,without-sequence-guard,200,34,false,,200,0
transient-empty,empty-payload-guard,200,34,true,,200,0
transient-empty,without-empty-guard,200,34,false,,0,0
stable-identity,full-protocol,200,35,true,1,200,0.38620000000003074
stable-identity,without-stable-id,200,35,false,0,200,0.40660000000002583
state-continuity,replace-all,200,35,false,0,200,0.004700000000013915
state-continuity,state-preserving-merge,200,35,true,1,200,0.3926000000000158
message-order,sequence-guard,200,35,true,,200,0
message-order,without-sequence-guard,200,35,false,,200,0
transient-empty,empty-payload-guard,200,35,true,,200,0
transient-empty,without-empty-guard,200,35,false,,0,0
stable-identity,full-protocol,200,36,true,1,200,0.45760000000001355
stable-identity,without-stable-id,200,36,false,0,200,0.48469999999997526
state-continuity,replace-all,200,36,false,0,200,0.013700000000028467
state-continuity,state-preserving-merge,200,36,true,1,200,0.4450999999999681
message-order,sequence-guard,200,36,true,,200,0
message-order,without-sequence-guard,200,36,false,,200,0
transient-empty,empty-payload-guard,200,36,true,,200,0
transient-empty,without-empty-guard,200,36,false,,0,0
stable-identity,full-protocol,200,37,true,1,200,0.4677000000000362
stable-identity,without-stable-id,200,37,false,0,200,0.5129999999999768
state-continuity,replace-all,200,37,false,0,200,0.01670000000001437
state-continuity,state-preserving-merge,200,37,true,1,200,0.5320000000000391
message-order,sequence-guard,200,37,true,,200,0
message-order,without-sequence-guard,200,37,false,,200,0
transient-empty,empty-payload-guard,200,37,true,,200,0
transient-empty,without-empty-guard,200,37,false,,0,0
stable-identity,full-protocol,200,38,true,1,200,0.7212999999999852
stable-identity,without-stable-id,200,38,false,0,200,0.41360000000003083
state-continuity,replace-all,200,38,false,0,200,0.00529999999997699
state-continuity,state-preserving-merge,200,38,true,1,200,0.3748000000000502
message-order,sequence-guard,200,38,true,,200,0
message-order,without-sequence-guard,200,38,false,,200,0
transient-empty,empty-payload-guard,200,38,true,,200,0
transient-empty,without-empty-guard,200,38,false,,0,0
stable-identity,full-protocol,200,39,true,1,200,0.38570000000004256
stable-identity,without-stable-id,200,39,false,0,200,0.4157000000000153
state-continuity,replace-all,200,39,false,0,200,0.00929999999999609
state-continuity,state-preserving-merge,200,39,true,1,200,0.3716999999999757
message-order,sequence-guard,200,39,true,,200,0
message-order,without-sequence-guard,200,39,false,,200,0
transient-empty,empty-payload-guard,200,39,true,,200,0
transient-empty,without-empty-guard,200,39,false,,0,0
stable-identity,full-protocol,200,40,true,1,200,0.38810000000000855
stable-identity,without-stable-id,200,40,false,0,200,0.5004999999999882
state-continuity,replace-all,200,40,false,0,200,0.012099999999975353
state-continuity,state-preserving-merge,200,40,true,1,200,0.428100000000029
message-order,sequence-guard,200,40,true,,200,0
message-order,without-sequence-guard,200,40,false,,200,0
transient-empty,empty-payload-guard,200,40,true,,200,0
transient-empty,without-empty-guard,200,40,false,,0,0
stable-identity,full-protocol,200,41,true,1,200,0.44439999999997326
stable-identity,without-stable-id,200,41,false,0,200,0.4907000000000039
state-continuity,replace-all,200,41,false,0,200,0.010999999999967258
state-continuity,state-preserving-merge,200,41,true,1,200,0.45029999999997017
message-order,sequence-guard,200,41,true,,200,0
message-order,without-sequence-guard,200,41,false,,200,0
transient-empty,empty-payload-guard,200,41,true,,200,0
transient-empty,without-empty-guard,200,41,false,,0,0
stable-identity,full-protocol,200,42,true,1,200,0.49029999999999063
stable-identity,without-stable-id,200,42,false,0,200,0.49130000000002383
state-continuity,replace-all,200,42,false,0,200,0.011199999999973898
state-continuity,state-preserving-merge,200,42,true,1,200,1.0272999999999683
message-order,sequence-guard,200,42,true,,200,0
message-order,without-sequence-guard,200,42,false,,200,0
transient-empty,empty-payload-guard,200,42,true,,200,0
transient-empty,without-empty-guard,200,42,false,,0,0
stable-identity,full-protocol,200,43,true,1,200,0.4107000000000198
stable-identity,without-stable-id,200,43,false,0,200,0.4381000000000199
state-continuity,replace-all,200,43,false,0,200,0.0055000000000404725
state-continuity,state-preserving-merge,200,43,true,1,200,0.42259999999998854
message-order,sequence-guard,200,43,true,,200,0
message-order,without-sequence-guard,200,43,false,,200,0
transient-empty,empty-payload-guard,200,43,true,,200,0
transient-empty,without-empty-guard,200,43,false,,0,0
stable-identity,full-protocol,200,44,true,1,200,0.40130000000004884
stable-identity,without-stable-id,200,44,false,0,200,0.4076000000000022
state-continuity,replace-all,200,44,false,0,200,0.0049999999999954525
state-continuity,state-preserving-merge,200,44,true,1,200,0.36609999999996035
message-order,sequence-guard,200,44,true,,200,0
message-order,without-sequence-guard,200,44,false,,200,0
transient-empty,empty-payload-guard,200,44,true,,200,0
transient-empty,without-empty-guard,200,44,false,,0,0
stable-identity,full-protocol,200,45,true,1,200,0.4024000000000001
stable-identity,without-stable-id,200,45,false,0,200,0.43720000000001846
state-continuity,replace-all,200,45,false,0,200,0.00580000000002201
state-continuity,state-preserving-merge,200,45,true,1,200,0.36920000000003483
message-order,sequence-guard,200,45,true,,200,0
message-order,without-sequence-guard,200,45,false,,200,0
transient-empty,empty-payload-guard,200,45,true,,200,0
transient-empty,without-empty-guard,200,45,false,,0,0
stable-identity,full-protocol,200,46,true,1,200,0.3906999999999812
stable-identity,without-stable-id,200,46,false,0,200,0.4116999999999962
state-continuity,replace-all,200,46,false,0,200,0.005400000000008731
state-continuity,state-preserving-merge,200,46,true,1,200,0.40989999999999327
message-order,sequence-guard,200,46,true,,200,0
message-order,without-sequence-guard,200,46,false,,200,0
transient-empty,empty-payload-guard,200,46,true,,200,0
transient-empty,without-empty-guard,200,46,false,,0,0
stable-identity,full-protocol,200,47,true,1,200,0.86099999999999
stable-identity,without-stable-id,200,47,false,0,200,0.8322000000000003
state-continuity,replace-all,200,47,false,0,200,0.005400000000008731
state-continuity,state-preserving-merge,200,47,true,1,200,0.4177999999999997
message-order,sequence-guard,200,47,true,,200,0
message-order,without-sequence-guard,200,47,false,,200,0
transient-empty,empty-payload-guard,200,47,true,,200,0
transient-empty,without-empty-guard,200,47,false,,0,0
stable-identity,full-protocol,200,48,true,1,200,0.3971000000000231
stable-identity,without-stable-id,200,48,false,0,200,0.4316000000000031
state-continuity,replace-all,200,48,false,0,200,0.0049999999999954525
state-continuity,state-preserving-merge,200,48,true,1,200,0.46940000000000737
message-order,sequence-guard,200,48,true,,200,0
message-order,without-sequence-guard,200,48,false,,200,0
transient-empty,empty-payload-guard,200,48,true,,200,0
transient-empty,without-empty-guard,200,48,false,,0,0
stable-identity,full-protocol,200,49,true,1,200,0.3854000000000042
stable-identity,without-stable-id,200,49,false,0,200,0.4027999999999565
state-continuity,replace-all,200,49,false,0,200,0.004900000000020555
state-continuity,state-preserving-merge,200,49,true,1,200,0.36889999999999645
message-order,sequence-guard,200,49,true,,200,0
message-order,without-sequence-guard,200,49,false,,200,0
transient-empty,empty-payload-guard,200,49,true,,200,0
transient-empty,without-empty-guard,200,49,false,,0,0
stable-identity,full-protocol,200,50,true,1,200,0.37969999999995707
stable-identity,without-stable-id,200,50,false,0,200,0.39929999999998245
state-continuity,replace-all,200,50,false,0,200,0.005899999999996908
state-continuity,state-preserving-merge,200,50,true,1,200,0.44659999999998945
message-order,sequence-guard,200,50,true,,200,0
message-order,without-sequence-guard,200,50,false,,200,0
transient-empty,empty-payload-guard,200,50,true,,200,0
transient-empty,without-empty-guard,200,50,false,,0,0
stable-identity,full-protocol,200,51,true,1,200,0.4086000000000354
stable-identity,without-stable-id,200,51,false,0,200,0.41030000000000655
state-continuity,replace-all,200,51,false,0,200,0.006399999999985084
state-continuity,state-preserving-merge,200,51,true,1,200,0.6138999999999442
message-order,sequence-guard,200,51,true,,200,0
message-order,without-sequence-guard,200,51,false,,200,0
transient-empty,empty-payload-guard,200,51,true,,200,0
transient-empty,without-empty-guard,200,51,false,,0,0
stable-identity,full-protocol,200,52,true,1,200,0.382000000000005
stable-identity,without-stable-id,200,52,false,0,200,0.4011000000000422
state-continuity,replace-all,200,52,false,0,200,0.006200000000035288
state-continuity,state-preserving-merge,200,52,true,1,200,0.36520000000001573
message-order,sequence-guard,200,52,true,,200,0
message-order,without-sequence-guard,200,52,false,,200,0
transient-empty,empty-payload-guard,200,52,true,,200,0
transient-empty,without-empty-guard,200,52,false,,0,0
stable-identity,full-protocol,200,53,true,1,200,0.387299999999982
stable-identity,without-stable-id,200,53,false,0,200,0.3937000000000239
state-continuity,replace-all,200,53,false,0,200,0.005899999999996908
state-continuity,state-preserving-merge,200,53,true,1,200,0.3657000000000039
message-order,sequence-guard,200,53,true,,200,0
message-order,without-sequence-guard,200,53,false,,200,0
transient-empty,empty-payload-guard,200,53,true,,200,0
transient-empty,without-empty-guard,200,53,false,,0,0
stable-identity,full-protocol,200,54,true,1,200,0.3725000000000023
stable-identity,without-stable-id,200,54,false,0,200,0.3850999999999658
state-continuity,replace-all,200,54,false,0,200,0.004599999999982174
state-continuity,state-preserving-merge,200,54,true,1,200,0.40320000000002665
message-order,sequence-guard,200,54,true,,200,0
message-order,without-sequence-guard,200,54,false,,200,0
transient-empty,empty-payload-guard,200,54,true,,200,0
transient-empty,without-empty-guard,200,54,false,,0,0
stable-identity,full-protocol,200,55,true,1,200,0.3908000000000129
stable-identity,without-stable-id,200,55,false,0,200,0.40229999999996835
state-continuity,replace-all,200,55,false,0,200,0.0050999999999703505
state-continuity,state-preserving-merge,200,55,true,1,200,0.37110000000001264
message-order,sequence-guard,200,55,true,,200,0
message-order,without-sequence-guard,200,55,false,,200,0
transient-empty,empty-payload-guard,200,55,true,,200,0
transient-empty,without-empty-guard,200,55,false,,0,0
stable-identity,full-protocol,200,56,true,1,200,0.3879000000000019
stable-identity,without-stable-id,200,56,false,0,200,1.227800000000002
state-continuity,replace-all,200,56,false,0,200,0.009500000000002728
state-continuity,state-preserving-merge,200,56,true,1,200,0.41210000000000946
message-order,sequence-guard,200,56,true,,200,0
message-order,without-sequence-guard,200,56,false,,200,0
transient-empty,empty-payload-guard,200,56,true,,200,0
transient-empty,without-empty-guard,200,56,false,,0,0
stable-identity,full-protocol,200,57,true,1,200,0.44950000000000045
stable-identity,without-stable-id,200,57,false,0,200,0.42910000000000537
state-continuity,replace-all,200,57,false,0,200,0.008700000000033015
state-continuity,state-preserving-merge,200,57,true,1,200,0.3926999999999907
message-order,sequence-guard,200,57,true,,200,0
message-order,without-sequence-guard,200,57,false,,200,0
transient-empty,empty-payload-guard,200,57,true,,200,0
transient-empty,without-empty-guard,200,57,false,,0,0
stable-identity,full-protocol,200,58,true,1,200,0.4205000000000041
stable-identity,without-stable-id,200,58,false,0,200,0.4268999999999892
state-continuity,replace-all,200,58,false,0,200,0.023000000000024556
state-continuity,state-preserving-merge,200,58,true,1,200,0.4142999999999688
message-order,sequence-guard,200,58,true,,200,0
message-order,without-sequence-guard,200,58,false,,200,0
transient-empty,empty-payload-guard,200,58,true,,200,0
transient-empty,without-empty-guard,200,58,false,,0,0
stable-identity,full-protocol,200,59,true,1,200,0.408299999999997
stable-identity,without-stable-id,200,59,false,0,200,0.4019000000000119
state-continuity,replace-all,200,59,false,0,200,0.004799999999988813
state-continuity,state-preserving-merge,200,59,true,1,200,0.37599999999997635
message-order,sequence-guard,200,59,true,,200,0
message-order,without-sequence-guard,200,59,false,,200,0
transient-empty,empty-payload-guard,200,59,true,,200,0
transient-empty,without-empty-guard,200,59,false,,0,0
stable-identity,full-protocol,200,60,true,1,200,0.39809999999999945
stable-identity,without-stable-id,200,60,false,0,200,0.4036000000000399
state-continuity,replace-all,200,60,false,0,200,0.0050999999999703505
state-continuity,state-preserving-merge,200,60,true,1,200,0.5697999999999865
message-order,sequence-guard,200,60,true,,200,0
message-order,without-sequence-guard,200,60,false,,200,0
transient-empty,empty-payload-guard,200,60,true,,200,0
transient-empty,without-empty-guard,200,60,false,,0,0
stable-identity,full-protocol,200,61,true,1,200,0.3813999999999851
stable-identity,without-stable-id,200,61,false,0,200,0.39580000000000837
state-continuity,replace-all,200,61,false,0,200,0.004799999999988813
state-continuity,state-preserving-merge,200,61,true,1,200,0.35129999999998063
message-order,sequence-guard,200,61,true,,200,0
message-order,without-sequence-guard,200,61,false,,200,0
transient-empty,empty-payload-guard,200,61,true,,200,0
transient-empty,without-empty-guard,200,61,false,,0,0
stable-identity,full-protocol,200,62,true,1,200,0.36709999999999354
stable-identity,without-stable-id,200,62,false,0,200,0.3854000000000042
state-continuity,replace-all,200,62,false,0,200,0.004900000000020555
state-continuity,state-preserving-merge,200,62,true,1,200,0.3845999999999776
message-order,sequence-guard,200,62,true,,200,0
message-order,without-sequence-guard,200,62,false,,200,0
transient-empty,empty-payload-guard,200,62,true,,200,0
transient-empty,without-empty-guard,200,62,false,,0,0
stable-identity,full-protocol,200,63,true,1,200,0.37400000000002365
stable-identity,without-stable-id,200,63,false,0,200,0.3879000000000019
state-continuity,replace-all,200,63,false,0,200,0.006000000000028649
state-continuity,state-preserving-merge,200,63,true,1,200,0.35429999999996653
message-order,sequence-guard,200,63,true,,200,0
message-order,without-sequence-guard,200,63,false,,200,0
transient-empty,empty-payload-guard,200,63,true,,200,0
transient-empty,without-empty-guard,200,63,false,,0,0
stable-identity,full-protocol,200,64,true,1,200,0.370900000000006
stable-identity,without-stable-id,200,64,false,0,200,0.3976999999999862
state-continuity,replace-all,200,64,false,0,200,0.0055000000000404725
state-continuity,state-preserving-merge,200,64,true,1,200,0.3542000000000485
message-order,sequence-guard,200,64,true,,200,0
message-order,without-sequence-guard,200,64,false,,200,0
transient-empty,empty-payload-guard,200,64,true,,200,0
transient-empty,without-empty-guard,200,64,false,,0,0
stable-identity,full-protocol,200,65,true,1,200,0.373800000000017
stable-identity,without-stable-id,200,65,false,0,200,1.3974000000000046
state-continuity,replace-all,200,65,false,0,200,0.015500000000031378
state-continuity,state-preserving-merge,200,65,true,1,200,0.5177999999999656
message-order,sequence-guard,200,65,true,,200,0
message-order,without-sequence-guard,200,65,false,,200,0
transient-empty,empty-payload-guard,200,65,true,,200,0
transient-empty,without-empty-guard,200,65,false,,0,0
stable-identity,full-protocol,200,66,true,1,200,0.783299999999997
stable-identity,without-stable-id,200,66,false,0,200,0.41269999999997253
state-continuity,replace-all,200,66,false,0,200,0.009700000000009368
state-continuity,state-preserving-merge,200,66,true,1,200,0.47509999999999764
message-order,sequence-guard,200,66,true,,200,0
message-order,without-sequence-guard,200,66,false,,200,0
transient-empty,empty-payload-guard,200,66,true,,200,0
transient-empty,without-empty-guard,200,66,false,,0,0
stable-identity,full-protocol,200,67,true,1,200,0.46170000000000755
stable-identity,without-stable-id,200,67,false,0,200,0.42779999999999063
state-continuity,replace-all,200,67,false,0,200,0.004700000000013915
state-continuity,state-preserving-merge,200,67,true,1,200,0.37110000000001264
message-order,sequence-guard,200,67,true,,200,0
message-order,without-sequence-guard,200,67,false,,200,0
transient-empty,empty-payload-guard,200,67,true,,200,0
transient-empty,without-empty-guard,200,67,false,,0,0
stable-identity,full-protocol,200,68,true,1,200,0.3772000000000162
stable-identity,without-stable-id,200,68,false,0,200,0.4005999999999972
state-continuity,replace-all,200,68,false,0,200,0.0055000000000404725
