browser,browser_version,roster_size,repetition,phase,status,final_count,unique_stable_ids,duplicate_stable_ids,exact_identity_set,exact_public_fields,public_field_mismatch_count,public_field_mismatch_examples,receiver_rows_accepted,receiver_preparation_ms,receiver_persistence_ms,protocol_completion_latency_ms,observed_wall_time_ms,error_class,error_message
webkit,26.5,50,1,warmup,pass,50,50,0,true,true,0,[],50,3,267,289,11043,,
webkit,26.5,50,1,measurement,pass,50,50,0,true,true,0,[],50,2,230,245,4848,,
webkit,26.5,50,2,measurement,pass,50,50,0,true,true,0,[],50,3,344,362,7590,,
webkit,26.5,50,3,measurement,pass,50,50,0,true,true,0,[],50,3,267,285,12483,,
webkit,26.5,50,4,measurement,pass,50,50,0,true,true,0,[],50,2,218,227,7816,,
webkit,26.5,50,5,measurement,pass,50,50,0,true,true,0,[],50,2,218,228,7450,,
webkit,26.5,50,6,measurement,pass,50,50,0,true,true,0,[],50,2,224,234,14323,,
webkit,26.5,50,7,measurement,pass,50,50,0,true,true,0,[],50,3,271,278,7489,,
webkit,26.5,50,8,measurement,pass,50,50,0,true,true,0,[],50,3,254,274,7395,,
webkit,26.5,50,9,measurement,pass,50,50,0,true,true,0,[],50,3,266,276,7967,,
webkit,26.5,50,10,measurement,pass,50,50,0,true,true,0,[],50,1,179,191,14335,,
webkit,26.5,50,11,measurement,pass,50,50,0,true,true,0,[],50,3,216,236,14979,,
webkit,26.5,50,12,measurement,pass,50,50,0,true,true,0,[],50,3,248,257,10960,,
webkit,26.5,50,13,measurement,pass,50,50,0,true,true,0,[],50,2,220,234,9925,,
webkit,26.5,50,14,measurement,pass,50,50,0,true,true,0,[],50,2,229,255,4296,,
webkit,26.5,50,15,measurement,pass,50,50,0,true,true,0,[],50,2,243,252,17068,,
webkit,26.5,50,16,measurement,pass,50,50,0,true,true,0,[],50,3,229,245,7890,,
webkit,26.5,50,17,measurement,pass,50,50,0,true,true,0,[],50,2,210,218,4577,,
webkit,26.5,50,18,measurement,pass,50,50,0,true,true,0,[],50,2,214,226,7018,,
webkit,26.5,50,19,measurement,pass,50,50,0,true,true,0,[],50,3,224,232,7589,,
webkit,26.5,50,20,measurement,pass,50,50,0,true,true,0,[],50,3,198,217,7574,,
webkit,26.5,50,21,measurement,pass,50,50,0,true,true,0,[],50,2,210,221,4460,,
webkit,26.5,50,22,measurement,pass,50,50,0,true,true,0,[],50,2,214,223,11038,,
webkit,26.5,50,23,measurement,pass,50,50,0,true,true,0,[],50,2,192,202,7586,,
webkit,26.5,50,24,measurement,pass,50,50,0,true,true,0,[],50,2,202,211,13373,,
webkit,26.5,50,25,measurement,pass,50,50,0,true,true,0,[],50,3,256,268,7354,,
webkit,26.5,50,26,measurement,pass,50,50,0,true,true,0,[],50,2,227,238,14338,,
webkit,26.5,50,27,measurement,pass,50,50,0,true,true,0,[],50,3,261,269,5013,,
webkit,26.5,50,28,measurement,pass,50,50,0,true,true,0,[],50,2,217,229,4820,,
webkit,26.5,50,29,measurement,pass,50,50,0,true,true,0,[],50,2,210,219,7372,,
webkit,26.5,50,30,measurement,pass,50,50,0,true,true,0,[],50,2,215,231,7374,,
webkit,26.5,200,1,warmup,pass,200,200,0,true,true,0,[],200,4,610,621,1536,,
webkit,26.5,200,1,measurement,pass,200,200,0,true,true,0,[],200,5,602,611,2583,,
webkit,26.5,200,2,measurement,pass,200,200,0,true,true,0,[],200,4,521,539,1415,,
webkit,26.5,200,3,measurement,pass,200,200,0,true,true,0,[],200,3,519,536,1433,,
webkit,26.5,200,4,measurement,pass,200,200,0,true,true,0,[],200,5,501,523,1371,,
webkit,26.5,200,5,measurement,pass,200,200,0,true,true,0,[],200,4,539,557,1426,,
webkit,26.5,200,6,measurement,pass,200,200,0,true,true,0,[],200,4,562,581,1483,,
webkit,26.5,200,7,measurement,pass,200,200,0,true,true,0,[],200,4,563,575,1455,,
webkit,26.5,200,8,measurement,pass,200,200,0,true,true,0,[],200,4,549,570,1447,,
webkit,26.5,200,9,measurement,pass,200,200,0,true,true,0,[],200,4,573,584,1462,,
webkit,26.5,200,10,measurement,pass,200,200,0,true,true,0,[],200,4,585,600,1492,,
webkit,26.5,200,11,measurement,pass,200,200,0,true,true,0,[],200,4,578,589,1466,,
webkit,26.5,200,12,measurement,pass,200,200,0,true,true,0,[],200,5,523,546,1437,,
webkit,26.5,200,13,measurement,pass,200,200,0,true,true,0,[],200,4,611,632,1565,,
webkit,26.5,200,14,measurement,pass,200,200,0,true,true,0,[],200,4,560,571,1496,,
webkit,26.5,200,15,measurement,pass,200,200,0,true,true,0,[],200,5,560,570,1470,,
webkit,26.5,200,16,measurement,pass,200,200,0,true,true,0,[],200,5,581,592,1512,,
webkit,26.5,200,17,measurement,pass,200,200,0,true,true,0,[],200,5,567,580,1442,,
webkit,26.5,200,18,measurement,pass,200,200,0,true,true,0,[],200,4,553,574,1455,,
webkit,26.5,200,19,measurement,pass,200,200,0,true,true,0,[],200,5,543,557,1446,,
webkit,26.5,200,20,measurement,pass,200,200,0,true,true,0,[],200,5,556,571,1473,,
webkit,26.5,200,21,measurement,pass,200,200,0,true,true,0,[],200,4,586,598,1479,,
webkit,26.5,200,22,measurement,pass,200,200,0,true,true,0,[],200,4,662,678,1659,,
webkit,26.5,200,23,measurement,pass,200,200,0,true,true,0,[],200,4,579,601,1538,,
webkit,26.5,200,24,measurement,pass,200,200,0,true,true,0,[],200,4,541,559,1518,,
webkit,26.5,200,25,measurement,pass,200,200,0,true,true,0,[],200,4,589,600,1565,,
webkit,26.5,200,26,measurement,pass,200,200,0,true,true,0,[],200,6,595,609,1420,,
webkit,26.5,200,27,measurement,pass,200,200,0,true,true,0,[],200,4,550,571,1452,,
webkit,26.5,200,28,measurement,pass,200,200,0,true,true,0,[],200,4,528,544,1474,,
webkit,26.5,200,29,measurement,pass,200,200,0,true,true,0,[],200,4,547,572,1486,,
webkit,26.5,200,30,measurement,pass,200,200,0,true,true,0,[],200,4,555,571,1427,,
webkit,26.5,500,1,warmup,pass,500,500,0,true,true,0,[],500,8,1274,1290,2342,,
webkit,26.5,500,1,measurement,pass,500,500,0,true,true,0,[],500,6,1188,1210,2182,,
webkit,26.5,500,2,measurement,pass,500,500,0,true,true,0,[],500,7,1291,1308,2315,,
webkit,26.5,500,3,measurement,pass,500,500,0,true,true,0,[],500,10,1427,1461,2818,,
webkit,26.5,500,4,measurement,pass,500,500,0,true,true,0,[],500,8,1226,1249,2263,,
webkit,26.5,500,5,measurement,pass,500,500,0,true,true,0,[],500,6,1184,1204,2187,,
webkit,26.5,500,6,measurement,pass,500,500,0,true,true,0,[],500,6,1224,1245,2255,,
webkit,26.5,500,7,measurement,pass,500,500,0,true,true,0,[],500,7,1248,1267,2281,,
webkit,26.5,500,8,measurement,pass,500,500,0,true,true,0,[],500,6,1236,1259,2339,,
webkit,26.5,500,9,measurement,pass,500,500,0,true,true,0,[],500,6,1282,1304,2415,,
webkit,26.5,500,10,measurement,pass,500,500,0,true,true,0,[],500,7,1225,1242,2250,,
webkit,26.5,500,11,measurement,pass,500,500,0,true,true,0,[],500,7,1284,1305,2363,,
webkit,26.5,500,12,measurement,pass,500,500,0,true,true,0,[],500,6,1232,1254,2334,,
webkit,26.5,500,13,measurement,pass,500,500,0,true,true,0,[],500,7,1188,1208,2183,,
webkit,26.5,500,14,measurement,pass,500,500,0,true,true,0,[],500,8,1248,1265,2258,,
webkit,26.5,500,15,measurement,pass,500,500,0,true,true,0,[],500,6,1203,1224,2212,,
webkit,26.5,500,16,measurement,pass,500,500,0,true,true,0,[],500,7,1296,1321,2418,,
webkit,26.5,500,17,measurement,pass,500,500,0,true,true,0,[],500,8,1192,1209,2166,,
webkit,26.5,500,18,measurement,pass,500,500,0,true,true,0,[],500,8,1252,1272,2321,,
webkit,26.5,500,19,measurement,pass,500,500,0,true,true,0,[],500,8,1365,1384,2695,,
webkit,26.5,500,20,measurement,pass,500,500,0,true,true,0,[],500,8,1274,1300,2462,,
webkit,26.5,500,21,measurement,pass,500,500,0,true,true,0,[],500,7,1354,1375,2482,,
webkit,26.5,500,22,measurement,pass,500,500,0,true,true,0,[],500,7,1279,1294,2405,,
webkit,26.5,500,23,measurement,pass,500,500,0,true,true,0,[],500,7,1289,1318,2470,,
webkit,26.5,500,24,measurement,pass,500,500,0,true,true,0,[],500,7,1265,1286,2367,,
webkit,26.5,500,25,measurement,pass,500,500,0,true,true,0,[],500,7,1281,1303,2403,,
webkit,26.5,500,26,measurement,pass,500,500,0,true,true,0,[],500,8,1261,1285,2354,,
webkit,26.5,500,27,measurement,pass,500,500,0,true,true,0,[],500,7,1249,1273,2391,,
webkit,26.5,500,28,measurement,pass,500,500,0,true,true,0,[],500,7,1237,1263,2394,,
webkit,26.5,500,29,measurement,pass,500,500,0,true,true,0,[],500,7,1222,1242,2233,,
webkit,26.5,500,30,measurement,pass,500,500,0,true,true,0,[],500,7,1207,1221,2224,,
webkit,26.5,1000,1,warmup,pass,1000,1000,0,true,true,0,[],1000,13,2296,2320,3633,,
webkit,26.5,1000,1,measurement,pass,1000,1000,0,true,true,0,[],1000,13,2332,2361,3730,,
webkit,26.5,1000,2,measurement,pass,1000,1000,0,true,true,0,[],1000,12,2492,2516,4023,,
webkit,26.5,1000,3,measurement,pass,1000,1000,0,true,true,0,[],1000,9,2355,2379,3687,,
webkit,26.5,1000,4,measurement,pass,1000,1000,0,true,true,0,[],1000,12,2435,2467,3795,,
webkit,26.5,1000,5,measurement,pass,1000,1000,0,true,true,0,[],1000,11,2389,2418,3759,,
webkit,26.5,1000,6,measurement,pass,1000,1000,0,true,true,0,[],1000,11,2342,2365,3632,,
webkit,26.5,1000,7,measurement,pass,1000,1000,0,true,true,0,[],1000,10,2397,2423,3746,,
webkit,26.5,1000,8,measurement,pass,1000,1000,0,true,true,0,[],1000,13,2378,2410,3735,,
webkit,26.5,1000,9,measurement,pass,1000,1000,0,true,true,0,[],1000,13,2350,2381,3639,,
webkit,26.5,1000,10,measurement,pass,1000,1000,0,true,true,0,[],1000,10,2347,2374,3710,,
webkit,26.5,1000,11,measurement,pass,1000,1000,0,true,true,0,[],1000,9,2370,2388,3638,,
webkit,26.5,1000,12,measurement,pass,1000,1000,0,true,true,0,[],1000,11,2272,2297,3551,,
webkit,26.5,1000,13,measurement,pass,1000,1000,0,true,true,0,[],1000,10,2231,2258,3457,,
webkit,26.5,1000,14,measurement,pass,1000,1000,0,true,true,0,[],1000,10,2257,2284,3559,,
webkit,26.5,1000,15,measurement,pass,1000,1000,0,true,true,0,[],1000,9,2315,2340,3567,,
webkit,26.5,1000,16,measurement,pass,1000,1000,0,true,true,0,[],1000,9,2252,2272,3500,,
webkit,26.5,1000,17,measurement,pass,1000,1000,0,true,true,0,[],1000,10,2256,2281,3527,,
webkit,26.5,1000,18,measurement,pass,1000,1000,0,true,true,0,[],1000,12,2368,2394,3763,,
webkit,26.5,1000,19,measurement,pass,1000,1000,0,true,true,0,[],1000,12,2289,2312,3582,,
webkit,26.5,1000,20,measurement,pass,1000,1000,0,true,true,0,[],1000,11,2279,2307,3721,,
webkit,26.5,1000,21,measurement,pass,1000,1000,0,true,true,0,[],1000,10,2269,2294,3511,,
webkit,26.5,1000,22,measurement,pass,1000,1000,0,true,true,0,[],1000,11,2229,2255,3521,,
webkit,26.5,1000,23,measurement,pass,1000,1000,0,true,true,0,[],1000,10,2255,2286,3656,,
webkit,26.5,1000,24,measurement,pass,1000,1000,0,true,true,0,[],1000,11,2453,2480,3787,,
webkit,26.5,1000,25,measurement,pass,1000,1000,0,true,true,0,[],1000,9,2389,2406,3721,,
webkit,26.5,1000,26,measurement,pass,1000,1000,0,true,true,0,[],1000,10,2317,2343,3641,,
webkit,26.5,1000,27,measurement,pass,1000,1000,0,true,true,0,[],1000,11,2256,2281,3528,,
webkit,26.5,1000,28,measurement,pass,1000,1000,0,true,true,0,[],1000,11,2362,2398,3708,,
webkit,26.5,1000,29,measurement,pass,1000,1000,0,true,true,0,[],1000,11,2244,2269,3496,,
webkit,26.5,1000,30,measurement,pass,1000,1000,0,true,true,0,[],1000,12,2292,2322,3514,,
